Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCK18,OUT017,2825.396
FDB52,OUT019,-1297.9329
DRG25,OUT027,6185.682
FDZ13,OUT049,793.30054
FDB57,OUT019,861.5312
FDR40,OUT046,1333.6788
NCO14,OUT019,17.753386
NCN19,OUT045,2944.1365
FDQ28,OUT019,69.627594
FDO13,OUT018,2102.1274
FDK48,OUT013,1272.6561
FDU07,OUT018,2208.7441
FDW20,OUT046,1992.5433
FDV12,OUT010,287.22437
FDH24,OUT013,2500.4692
FDV59,OUT049,3519.5608
FDK57,OUT045,1945.3335
FDL16,OUT027,961.3677
NCQ17,OUT046,2474.982
FDJ15,OUT018,3651.4292
FDX24,OUT049,1482.3413
FDT47,OUT046,1805.3575
FDT10,OUT049,974.7767
FDZ37,OUT018,1292.5657
FDW43,OUT027,6230.0957
DRN36,OUT017,1578.8188
FDJ14,OUT045,1288.8601
FDA32,OUT013,3333.2227
FDJ38,OUT019,746.802
FDQ57,OUT017,2538.5525
NCQ41,OUT019,696.009
FDG56,OUT049,1083.3705
DRC13,OUT027,3470.0874
FDV55,OUT035,2565.1238
FDQ49,OUT045,2398.1682
FDE29,OUT010,167.34361
FDR03,OUT013,3488.457
FDD45,OUT049,1482.3413
FDN38,OUT010,499.61804
FDT56,OUT046,916.9967
FDT48,OUT045,3565.5237
FDU03,OUT049,2386.953
FDC56,OUT010,295.92926
NCO43,OUT027,2541.3337
FDQ27,OUT017,1848.7659
FDR03,OUT046,3530.7683
DRH23,OUT010,148.41173
FDG22,OUT045,654.0694
NCJ42,OUT013,1654.6731
FDR24,OUT046,1382.3237
FDW60,OUT035,3072.578
FDJ08,OUT013,3081.3872
DRL59,OUT018,554.97437
FDG60,OUT010,640.0433
FDW27,OUT017,2415.66
FDX14,OUT018,1089.2758
FDC20,OUT013,839.5174
NCS29,OUT018,3583.3872
FDJ56,OUT046,1700.4382
FDB20,OUT019,137.65346
FDL28,OUT027,4957.1016
FDW01,OUT018,2208.7441
FDL03,OUT046,2825.597
FDX22,OUT049,3430.1099
FDJ21,OUT035,3519.5762
FDR31,OUT045,2402.7441
FDG21,OUT035,3132.513
FDS22,OUT027,1145.0669
FDK08,OUT035,1677.6477
FDE17,OUT018,2235.5312
NCN30,OUT017,1553.4891
FDT50,OUT046,1528.5298
NCX42,OUT049,2617.2646
FDJ12,OUT035,3744.164
NCA18,OUT027,2827.2844
FDP23,OUT019,640.3842
FDX12,OUT013,3764.246
FDN40,OUT018,2114.5056
FDV48,OUT035,1395.4482
NCY54,OUT013,2789.8455
FDL16,OUT010,126.6244
FDR45,OUT018,4193.3555
FDJ52,OUT046,2684.2634
DRG01,OUT017,1329.5072
FDP52,OUT013,4671.1694
FDU58,OUT017,2776.2158
FDL02,OUT045,1564.7379
FDG28,OUT013,3857.7122
FDA19,OUT035,2208.517
FDW46,OUT027,1948.4602
NCD43,OUT049,1717.8853
DRG39,OUT013,750.3714
NCF55,OUT049,643.1588
FDJ07,OUT046,1899.4233
FDE08,OUT046,2474.982
FDP56,OUT019,98.43008
FDT45,OUT045,753.6547
FDF17,OUT018,3024.0479
FDX44,OUT046,1333.6788
FDM28,OUT027,5162.348
FDI36,OUT049,3141.1453
FDS07,OUT045,1826.9352
FDD36,OUT045,1826.9352
FDW11,OUT046,957.32965
FDN40,OUT049,2210.9292
NCQ18,OUT049,1572.065
NCQ54,OUT017,2757.4526
NCS42,OUT045,1448.4481
DRH39,OUT010,131.64648
FDC09,OUT027,2683.796
FDT08,OUT010,384.61368
FDC08,OUT035,2610.7854
FDT20,OUT017,649.91266
FDS35,OUT035,1052.6292
FDX58,OUT018,3092.6924
FDW58,OUT046,1479.2026
DRD27,OUT046,1566.1467
FDH32,OUT019,218.79373
FDS26,OUT035,5170.699
FDQ31,OUT046,1295.2318
FDP11,OUT018,3018.6367
FDD58,OUT017,1679.648
FDM33,OUT045,3175.7925
FDZ16,OUT049,3073.202
NCS29,OUT010,930.0581
NCM18,OUT019,107.262505
FDP11,OUT049,3519.5608
NCC42,OUT017,2277.462
DRM23,OUT046,2764.2134
NCN55,OUT027,5459.1987
FDK46,OUT013,3950.4412
FDR01,OUT046,3412.5059
NCA05,OUT045,2231.4082
NCP43,OUT017,2890.4028
FDR12,OUT010,518.5568
FDQ01,OUT013,3662.1787
FDM13,OUT046,1570.0963
FDQ19,OUT017,5133.5396
FDK56,OUT019,509.12952
NCX06,OUT010,569.79767
FDO56,OUT027,2765.672
FDU45,OUT045,1826.9352
FDI16,OUT019,107.262505
FDL32,OUT046,1899.4233
FDA07,OUT046,2147.0295
FDA14,OUT045,2432.4473
FDV46,OUT027,3470.0874
NCO07,OUT035,3532.079
NCP41,OUT046,1664.3928
FDY60,OUT018,1806.4323
FDN38,OUT017,4045.501
FDO15,OUT046,1196.6772
FDT60,OUT013,2135.822
FDA55,OUT035,3840.241
FDE02,OUT010,217.89363
DRJ39,OUT049,3619.6912
FDV34,OUT035,1322.8646
FDS20,OUT027,5716.7144
FDF02,OUT027,2704.4858
FDW40,OUT017,2277.462
NCB43,OUT046,3288.4128
FDR58,OUT017,1442.5701
DRJ59,OUT035,760.6576
NCD30,OUT017,1670.3896
FDE14,OUT017,1578.8188
FDC28,OUT018,1416.888
FDU16,OUT018,1220.6207
NCD19,OUT035,1007.1387
FDU21,OUT046,625.7118
FDV59,OUT027,5703.464
FDU03,OUT045,2632.741
FDC33,OUT010,614.5516
NCR42,OUT035,715.85376
DRH59,OUT035,1322.8646
NCM31,OUT035,2219.6704
FDS50,OUT035,3814.1528
FDP39,OUT046,871.48035
FDQ55,OUT013,1916.8704
FDV36,OUT019,120.96543
FDI05,OUT027,2214.3518
FDS45,OUT027,2745.4082
FDA39,OUT045,654.0694
FDC37,OUT010,308.77594
FDJ60,OUT027,4234.75
DRQ35,OUT046,2118.3752
NCJ06,OUT046,1899.0044
NCY42,OUT018,2042.3666
DRM37,OUT049,3186.6177
FDR14,OUT045,794.3888
FDE51,OUT049,436.16632
FDT33,OUT017,2741.346
FDR08,OUT013,1889.7036
FDE36,OUT010,1393.9487
FDL22,OUT019,267.83597
FDR44,OUT013,2080.0308
FDI56,OUT019,192.43286
FDE47,OUT010,347.30777
FDV27,OUT010,196.3524
FDV10,OUT049,687.96265
FDC40,OUT045,1226.7266
NCX41,OUT013,3461.29
NCQ38,OUT027,2745.4082
FDV12,OUT027,2577.519
FDE52,OUT017,1331.7916
FDG20,OUT027,4053.2651
FDV16,OUT027,940.992
FDI32,OUT017,1923.6243
FDJ32,OUT049,974.7767
FDN39,OUT018,2614.4048
FDY34,OUT017,2825.396
FDC14,OUT035,760.6576
FDA55,OUT017,3774.8345
FDZ50,OUT010,28.112629
DRG13,OUT049,2676.8474
FDP01,OUT013,2076.0486
NCG54,OUT017,2856.3574
FDM13,OUT045,1397.0543
NCO18,OUT027,5493.1553
NCW41,OUT013,2521.083
FDM52,OUT027,4226.4136
NCF55,OUT035,715.85376
FDT09,OUT046,2147.0295
NCM19,OUT035,1854.264
FDW12,OUT018,2237.3984
FDP15,OUT019,1461.2795
FDK36,OUT045,759.4073
FDZ25,OUT035,3024.2874
NCW06,OUT049,3141.1453
FDW60,OUT046,2728.0393
DRC49,OUT013,2492.4287
NCT17,OUT035,3365.7485
NCN06,OUT018,2405.6787
FDC45,OUT013,2306.8071
DRJ47,OUT019,124.19596
NCF06,OUT045,3673.0806
FDE21,OUT010,294.3346
DRG27,OUT013,645.0335
FDW40,OUT049,2270.708
NCO53,OUT046,3123.6985
FDE23,OUT049,687.96265
FDQ16,OUT046,1691.8037
FDS26,OUT045,3899.182
FDZ13,OUT010,121.45366
FDS14,OUT049,2466.3406
FDC10,OUT045,1404.4539
FDY16,OUT049,3074.6892
FDJ20,OUT035,2259.0854
FDV43,OUT035,760.6576
FDZ32,OUT027,2479.7214
FDR23,OUT046,2832.1567
FDN24,OUT035,893.68097
FDE34,OUT027,5862.3037
FDU31,OUT013,3488.457
FDW33,OUT018,1416.888
FDU26,OUT046,1599.982
FDE20,OUT027,3070.2534
NCW05,OUT035,2111.4895
FDB22,OUT018,2237.3984
FDO56,OUT046,1899.4233
FDA19,OUT027,3493.1355
DRI39,OUT045,896.79987
FDH52,OUT018,804.23425
FDZ50,OUT035,3456.5957
NCN42,OUT035,2620.5652
FDB53,OUT013,2492.4287
DRG11,OUT017,1779.2168
DRK11,OUT027,4226.4136
FDQ60,OUT017,2086.7847
FDT36,OUT017,649.91266
DRG25,OUT018,3438.2734
DRJ23,OUT046,3057.2424
FDG05,OUT035,2604.4749
NCK06,OUT018,1582.154
FDU52,OUT017,2499.1826
FDW07,OUT018,1193.8336
NCM17,OUT045,654.0694
FDA22,OUT045,2815.7102
NCA41,OUT018,2907.814
FDF38,OUT035,760.6576
FDH52,OUT046,1030.4285
FDY58,OUT019,700.4285
FDZ16,OUT045,2974.1204
NCM18,OUT017,981.5305
FDA22,OUT018,2511.8955
NCJ43,OUT035,2939.8418
FDI34,OUT027,6149.334
FDG56,OUT046,1065.9235
FDS34,OUT046,1872.2566
DRC01,OUT035,870.1404
FDQ04,OUT035,692.71625
FDK04,OUT035,1007.1387
FDT51,OUT049,1781.5691
FDV26,OUT017,3080.6548
FDS04,OUT049,2270.708
FDW43,OUT018,3088.2227
FDQ28,OUT010,384.61368
NCK06,OUT017,2286.86
FDS23,OUT018,1899.817
FDZ36,OUT019,435.46808
FDE56,OUT018,877.3335
FDW10,OUT027,4707.011
NCN14,OUT045,2820.3718
NCQ18,OUT045,1599.2415
FDW08,OUT017,1735.3549
FDU43,OUT035,3980.4468
FDR33,OUT010,348.77008
FDM24,OUT010,315.08466
NCZ05,OUT046,1700.4382
NCV41,OUT035,1989.5653
FDV11,OUT018,2365.958
NCY05,OUT035,715.85376
FDV44,OUT018,2672.8892
FDW32,OUT049,1287.9137
NCU18,OUT027,3564.7952
NCC43,OUT035,2460.3247
FDW19,OUT013,1781.5691
FDN31,OUT035,3337.0942
FDI48,OUT045,759.4073
FDS24,OUT017,1433.3118
FDF46,OUT049,1916.8704
DRG23,OUT017,2499.1826
FDG14,OUT018,2734.1953
NCY30,OUT049,2977.398
FDO28,OUT018,1708.0823
DRD24,OUT035,2372.0574
FDI33,OUT049,1612.0706
FDN32,OUT046,3084.4094
FDR16,OUT045,4555.3
FDF26,OUT046,2474.982
NCN29,OUT018,495.14984
FDE20,OUT045,2917.699
FDA46,OUT046,3123.6985
FDU28,OUT045,2415.3665
FDQ48,OUT045,1639.0009
FDV36,OUT013,2137.3093
FDR14,OUT018,676.6363
FDP23,OUT017,3554.969
FDP56,OUT013,776.4596
FDK48,OUT010,184.90147
FDR48,OUT046,2474.982
NCY29,OUT049,934.4437
FDM22,OUT018,779.52954
DRJ01,OUT013,2234.986
FDZ43,OUT045,3727.5066
FDV03,OUT035,2565.1238
FDX11,OUT027,5169.8306
NCA41,OUT027,5892.6743
FDE38,OUT017,2656.9004
FDI27,OUT018,590.41626
FDN32,OUT013,3042.0981
NCN43,OUT017,2181.9458
FDB47,OUT027,5703.464
FDV03,OUT017,2499.1826
NCN30,OUT045,1502.1263
NCV54,OUT010,410.38614
FDV07,OUT013,1772.4629
FDP07,OUT049,1831.0743
FDK48,OUT018,997.95154
FDM15,OUT019,69.627594
FDY19,OUT027,3039.5432
FDK46,OUT046,3932.9944
FDY11,OUT045,1013.98267
FDH09,OUT046,775.8535
FDO08,OUT027,4277.85
FDU14,OUT013,4071.1123
FDD22,OUT027,2990.4365
FDM27,OUT017,2606.475
FDL02,OUT027,2704.4858
NCA17,OUT035,2552.6238
FDE38,OUT019,100.78452
NCG07,OUT049,3141.1453
DRC27,OUT013,3800.8237
FDA27,OUT035,3196.1824
FDW40,OUT045,2136.2605
DRI11,OUT013,1916.8704
FDN50,OUT046,1518.5725
FDR12,OUT046,3004.887
FDT34,OUT027,2704.4858
FDW11,OUT035,1047.4712
NCO30,OUT027,5663.68
FDZ34,OUT017,5060.3
FDU45,OUT017,1923.6243
NCD42,OUT035,715.85376
FDX25,OUT045,2803.171
NCR29,OUT046,916.9967
FDX43,OUT019,159.4191
FDB04,OUT010,206.30058
FDR49,OUT027,1151.7378
FDS39,OUT018,1806.4323
FDW58,OUT045,1292.4158
FDG22,OUT019,14.623329
FDG31,OUT017,1054.6294
NCV53,OUT027,5306.8438
DRJ37,OUT035,2565.1238
FDV07,OUT035,1854.264
FDW52,OUT018,2760.8174
FDT15,OUT045,2915.4822
FDD02,OUT018,1779.4583
FDM16,OUT035,1322.8646
NCE55,OUT046,2832.1567
FDB57,OUT018,3088.2227
FDQ04,OUT013,671.1217
FDQ47,OUT019,29.376226
FDY14,OUT019,-169.54184
DRK37,OUT017,4565.919
FDO25,OUT017,3470.5234
FDL57,OUT046,4373.8804
NCK29,OUT018,1772.3022
FDK46,OUT027,5150.049
NCB43,OUT010,391.86386
DRE01,OUT027,5432.5854
FDC46,OUT018,2879.1597
FDQ23,OUT045,1627.9501
FDX38,OUT049,767.21234
FDG60,OUT018,3288.7441
FDW55,OUT017,3862.32
FDP39,OUT013,776.4596
FDB20,OUT018,1115.3639
FDV21,OUT017,2142.576
FDZ02,OUT013,1545.9768
FDP19,OUT027,3023.96
FDA38,OUT035,3253.858
FDH22,OUT045,1950.6118
DRM11,OUT045,4080.7756
FDO12,OUT027,5703.464
FDT14,OUT049,2109.734
FDW34,OUT010,568.6521
FDG04,OUT027,3855.3887
FDW59,OUT018,1193.8336
FDR33,OUT018,1471.4656
FDP32,OUT013,2080.0308
FDL13,OUT027,5676.073
FDD22,OUT013,1916.8704
FDV40,OUT027,1948.4602
NCD55,OUT046,670.5156
FDQ20,OUT010,81.23437
FDD28,OUT045,900.5505
FDC39,OUT045,3394.391
NCR17,OUT049,1916.8704
DRO35,OUT018,1573.9918
FDF40,OUT049,4043.9453
FDR31,OUT018,2152.9526
NCQ41,OUT017,3373.6472
FDP38,OUT046,775.8535
NCU54,OUT027,6120.962
FDG22,OUT018,543.1678
DRK59,OUT013,3168.3223
FDC37,OUT046,1700.4382
NCO42,OUT013,2379.6
NCT42,OUT017,2154.1978
FDX27,OUT035,1451.7485
FDV40,OUT018,1096.6832
FDT45,OUT027,1795.1719
FDS47,OUT019,151.61958
FDR45,OUT035,5790.7583
FDB03,OUT045,3736.68
FDO49,OUT035,961.6223
FDU60,OUT027,4621.628
FDB26,OUT018,616.50446
FDB46,OUT017,3408.2095
FDQ37,OUT019,701.9141
FDN03,OUT017,4034.9343
NCX30,OUT045,4793.5347
FDK32,OUT019,69.627594
DRM47,OUT013,3081.3872
NCO02,OUT046,1232.7227
FDP04,OUT013,952.94965
NCO43,OUT049,1842.012
FDD59,OUT013,1272.6561
FDQ10,OUT017,2885.0117
FDW45,OUT035,2593.778
NCK30,OUT049,3710.965
FDU31,OUT018,2936.7046
NCQ17,OUT019,69.627594
FDN01,OUT017,2239.426
FDZ19,OUT049,2793.8123
DRG37,OUT017,2538.5525
FDE32,OUT045,467.79996
FDO34,OUT049,2883.649
FDM04,OUT019,100.77331
FDZ25,OUT049,2951.5923
FDU08,OUT049,1672.894
NCW30,OUT045,3490.4924
NCM18,OUT013,879.8504
FDS22,OUT035,760.6576
NCH18,OUT017,2825.1763
FDC23,OUT013,2944.807
FDY46,OUT013,2986.2769
NCU06,OUT046,3831.8862
FDX57,OUT045,1502.1263
FDX36,OUT027,6087.8794
FDL16,OUT045,820.477
FDT16,OUT010,1163.8511
FDN16,OUT018,1416.888
FDC03,OUT046,3097.6104
DRF60,OUT013,3826.1997
FDS27,OUT027,5893.6787
FDP33,OUT010,314.362
FDJ36,OUT018,1416.888
NCR42,OUT013,626.3179
FDV14,OUT017,1322.5333
NCP42,OUT035,3153.6636
FDB50,OUT027,2214.3518
NCC30,OUT027,4896.6875
FDA23,OUT018,1416.888
FDW16,OUT017,1406.5247
FDQ52,OUT010,788.3385
FDB58,OUT049,2299.3623
NCP29,OUT049,1047.8755
NCM05,OUT045,4032.443
FDO25,OUT013,3404.0115
NCM54,OUT046,2147.0295
NCL54,OUT046,2934.1455
FDL39,OUT010,-144.83597
FDF53,OUT018,3033.5493
NCQ42,OUT035,2263.9585
FDF58,OUT013,952.94965
FDZ04,OUT035,1120.5704
FDE26,OUT019,112.14829
FDS60,OUT017,2533.5754
FDV58,OUT017,2881.5857
FDM04,OUT045,759.4073
FDE08,OUT035,2565.1238
NCB43,OUT049,3305.8596
FDU11,OUT010,527.1443
FDF22,OUT019,701.5565
FDE24,OUT013,2270.708
DRJ49,OUT046,2147.0295
NCQ53,OUT035,4237.332
NCL41,OUT013,626.3179
FDR22,OUT013,1987.9617
FDH04,OUT035,1555.0363
DRH15,OUT045,627.9812
FDY40,OUT049,793.30054
NCI17,OUT035,1576.8186
NCC18,OUT013,2796.7239
FDY28,OUT027,6093.898
FDB45,OUT027,2957.667
NCL30,OUT018,1807.657
FDM10,OUT017,3326.816
FDH22,OUT027,3085.5723
NCZ53,OUT017,3176.5535
NCI18,OUT013,3336.4768
FDH14,OUT027,3564.7952
FDR36,OUT027,940.992
FDW01,OUT045,2458.5354
FDK02,OUT027,2711.0928
FDJ02,OUT018,2126.8115
FDU55,OUT013,4147.3164
NCV18,OUT027,2569.3774
FDH14,OUT018,1802.3207
FDZ37,OUT045,1401.923
FDX49,OUT049,4033.5464
NCD43,OUT046,1700.4382
FDZ07,OUT013,879.8504
FDK43,OUT035,2237.1714
FDR32,OUT018,3369.0444
FDT39,OUT013,2436.6375
NCV54,OUT017,2171.2302
FDF38,OUT018,449.63608
FDV60,OUT046,3028.5881
FDH44,OUT027,4226.4136
FDS21,OUT046,930.16284
NCL41,OUT045,609.26556
FDM46,OUT017,1489.0952
FDU27,OUT045,793.3102
NCJ54,OUT017,3450.2578
DRG51,OUT018,2446.1099
NCA29,OUT019,73.23234
FDR47,OUT045,2847.5388
NCL19,OUT027,3754.0059
DRG01,OUT049,1250.1697
FDG10,OUT046,916.9967
NCV05,OUT049,2521.083
NCH18,OUT019,-1047.1145
FDV14,OUT018,1194.5326
DRJ23,OUT035,3324.5923
DRJ11,OUT046,3123.6985
FDZ03,OUT017,3121.811
FDI27,OUT010,57.562984
FDJ14,OUT018,1193.8336
FDU32,OUT017,2171.2302
FDD47,OUT027,4370.9907
DRF36,OUT035,5224.9487
FDM21,OUT046,3617.9468
FDV10,OUT018,587.9716
FDH60,OUT018,2905.9468
FDX47,OUT010,315.08466
FDT19,OUT019,4.1796694
FDO11,OUT045,4115.108
FDH24,OUT027,4467.0605
FDL02,OUT018,1443.675
FDB02,OUT049,2951.5923
FDA43,OUT046,3123.6985
FDG52,OUT045,759.4073
DRC12,OUT013,2541.7102
FDY37,OUT018,1806.4323
NCU18,OUT045,2136.2605
FDU09,OUT035,1168.1719
DRJ25,OUT027,1194.3296
DRE12,OUT018,1728.6497
DRL47,OUT017,2008.2493
DRK01,OUT046,1554.6179
FDC22,OUT019,466.1087
FDG44,OUT013,821.9892
FDW04,OUT035,2208.517
FDK09,OUT049,3558.6553
NCN43,OUT035,2237.1714
FDG04,OUT049,3169.7996
FDH32,OUT010,201.20628
DRI47,OUT017,2527.837
DRE15,OUT013,1129.1553
FDY11,OUT035,1322.8646
FDO60,OUT049,660.79584
FDQ20,OUT018,511.16647
FDO57,OUT027,4152.1196
FDT14,OUT019,-75.21871
FDA57,OUT049,660.79584
DRN35,OUT017,649.91266
FDJ03,OUT046,749.7653
FDX28,OUT017,1724.6392
DRE25,OUT045,1448.4481
FDR09,OUT046,3526.6265
FDB23,OUT035,3807.386
FDO08,OUT045,2565.828
FDQ23,OUT049,1717.8853
FDW04,OUT013,2135.822
DRK13,OUT010,875.26526
NCL17,OUT027,3439.0652
FDY21,OUT035,3269.1528
FDJ38,OUT027,5369.396
FDA37,OUT019,120.96543
FDV43,OUT013,671.1217
FDL36,OUT046,1464.8943
FDD53,OUT045,654.0694
FDZ19,OUT010,385.7663
FDV21,OUT045,2006.4032
NCL54,OUT018,2757.5498
DRI47,OUT027,4226.4136
DRG03,OUT049,2466.3406
FDG21,OUT013,2675.982
FDW03,OUT018,1541.0146
NCI55,OUT046,2119.8625
DRC36,OUT019,390.12537
FDH22,OUT017,2086.7847
FDV20,OUT045,1918.1667
NCU41,OUT027,6059.9062
FDN46,OUT027,2704.4858
FDK50,OUT045,2667.817
NCA05,OUT027,4226.4136
DRH01,OUT018,2587.6177
FDT08,OUT018,2208.7441
FDM08,OUT018,3143.3677
FDZ07,OUT035,979.5303
FDS22,OUT017,800.0544
FDV35,OUT027,4032.9478
FDI28,OUT010,197.73457
FDW58,OUT027,2745.4082
FDT52,OUT045,3727.5066
FDY34,OUT046,2684.2634
FDR10,OUT046,2684.2634
FDK57,OUT017,2142.576
FDR02,OUT027,2719.32
FDX49,OUT046,3664.8533
FDQ20,OUT046,670.5156
DRK23,OUT045,5843.1763
NCW06,OUT046,3123.6985
FDR31,OUT017,2443.3914
NCE43,OUT013,2789.8455
DRO59,OUT027,2214.3518
FDN09,OUT049,3737.461
FDR11,OUT046,2582.2744
FDO57,OUT013,2604.5188
NCX18,OUT017,3373.6472
FDB05,OUT018,2215.5198
FDQ08,OUT018,804.23425
NCG43,OUT035,1545.778
FDJ56,OUT013,1717.8853
FDA13,OUT010,95.987274
FDO56,OUT017,1923.6243
FDB37,OUT018,3130.1045
FDZ02,OUT018,1244.9795
FDQ24,OUT046,4351.895
FDM16,OUT013,1155.2434
FDU35,OUT049,1672.894
FDT35,OUT035,2813.201
NCX30,OUT049,4533.9946
FDG04,OUT017,3373.6472
FDI12,OUT035,1355.8795
FDE35,OUT035,1047.4712
NCP14,OUT027,2998.071
NCY53,OUT045,1664.4672
FDP49,OUT017,941.1976
FDQ04,OUT017,694.7165
FDM39,OUT035,3184.7222
FDO58,OUT019,100.78452
FDC56,OUT017,2105.8225
NCQ54,OUT046,2722.5364
FDV10,OUT027,940.992
NCK17,OUT046,670.5156
NCF55,OUT027,1145.0669
FDV33,OUT013,4015.8843
NCH29,OUT019,218.79373
FDA37,OUT027,3280.8767
FDH46,OUT018,1416.888
FDS25,OUT035,1786.3228
FDH04,OUT027,2662.0237
FDX52,OUT046,3152.3528
NCD42,OUT017,660.6283
FDW47,OUT017,2142.576
FDL25,OUT027,2507.514
NCJ06,OUT010,256.01495
FDY09,OUT013,2891.8342
FDS40,OUT046,625.7118
FDH41,OUT017,3526.3147
FDG38,OUT035,1423.8208
FDU03,OUT027,4548.161
FDV20,OUT046,2091.2083
DRB13,OUT045,2859.691
NCQ30,OUT013,2136.8748
NCH06,OUT013,2454.244
FDU50,OUT018,1524.5281
NCO42,OUT019,74.19846
FDW09,OUT018,1115.3639
FDH04,OUT013,1435.8162
FDC21,OUT045,1627.9501
FDL21,OUT049,687.96265
FDM46,OUT010,202.80098
FDT22,OUT019,107.262505
FDB28,OUT035,3187.2734
FDI12,OUT018,1193.8336
FDA28,OUT045,1945.3335
FDF59,OUT013,2135.822
FDM45,OUT027,3085.5723
FDQ56,OUT017,1357.8798
FDR46,OUT049,2492.4287
FDT01,OUT013,3459.8027
FDD16,OUT027,1823.1432
NCU30,OUT010,409.59607
FDM40,OUT010,306.62506
FDI56,OUT035,1487.095
NCS30,OUT013,2041.5839
FDU08,OUT017,1679.648
FDX51,OUT027,6034.271
FDA43,OUT045,2915.4822
FDX59,OUT010,95.987274
FDC37,OUT018,1416.888
FDP58,OUT013,3341.6975
NCY42,OUT035,2287.6118
FDF21,OUT018,3746.7075
FDU10,OUT027,940.992
DRL47,OUT018,1667.9938
FDA58,OUT018,1827.0099
FDJ22,OUT049,2092.8994
FDK50,OUT046,2684.2634
FDO38,OUT035,1359.4028
DRF60,OUT035,4167.599
NCZ42,OUT019,791.1982
FDD35,OUT049,2020.9944
FDL25,OUT045,1509.5178
FDJ16,OUT013,839.5174
DRK59,OUT049,3443.176
FDI50,OUT046,4423.877
NCB19,OUT045,1317.2327
DRI37,OUT035,979.5303
FDA14,OUT027,3885.383
FDC08,OUT018,2068.0269
FDS45,OUT046,1824.565
FDI21,OUT049,1073.6484
DRJ47,OUT035,2881.1423
DRE37,OUT027,5281.7725
FDT55,OUT018,3949.5342
NCG42,OUT027,3280.8767
FDA31,OUT049,2849.6035
NCW42,OUT046,3455.6252
FDF50,OUT017,2975.3694
FDK56,OUT049,3141.1453
FDX10,OUT035,647.9124
NCK07,OUT027,4277.85
FDZ49,OUT017,3368.2522
FDR33,OUT013,1772.4629
FDO44,OUT018,1552.4221
FDA20,OUT046,3123.6985
NCL30,OUT045,1950.6698
FDI05,OUT019,124.820366
FDQ12,OUT018,3172.022
FDH47,OUT017,1589.5345
FDH34,OUT018,2865.171
FDF29,OUT046,2147.0295
FDG40,OUT018,466.36237
NCE18,OUT017,4112.712
FDP21,OUT010,467.14294
FDY50,OUT013,1286.5907
FDB36,OUT049,2212.7668
NCZ29,OUT049,2135.822
FDU20,OUT018,1806.2454
FDO56,OUT013,1916.8704
FDW31,OUT049,2216.568
DRH59,OUT013,1155.2434
NCB30,OUT017,3176.5535
FDK43,OUT027,3470.0874
FDW43,OUT045,3677.356
NCL19,OUT017,2316.8318
FDJ27,OUT046,1664.3928
FDC45,OUT046,2349.1184
FDY40,OUT035,798.05414
NCM41,OUT035,1518.9908
NCK18,OUT019,736.641
FDP37,OUT049,2135.822
FDA27,OUT027,5066.7417
NCX30,OUT035,4729.944
FDR09,OUT017,4009.9739
FDG08,OUT027,4581.747
NCU30,OUT013,2616.908
FDB16,OUT017,1331.7916
FDM16,OUT017,1256.9236
FDC48,OUT013,1272.6561
NCF18,OUT046,3097.1206
FDU46,OUT018,1292.5657
FDH41,OUT018,3018.6367
NCN42,OUT010,441.15518
FDU49,OUT046,1479.919
FDB20,OUT027,2426.6106
FDG50,OUT019,411.60013
FDW20,OUT045,1718.2063
NCO55,OUT049,1772.4629
FDX48,OUT046,2503.6362
FDU48,OUT046,2084.8467
FDR48,OUT019,69.627594
FDK27,OUT013,2164.4763
FDT35,OUT013,2551.0693
FDN12,OUT049,1772.4629
NCE31,OUT019,29.376226
FDL21,OUT017,705.4321
FDV56,OUT017,1450.6068
FDR16,OUT017,4003.0332
NCP41,OUT049,1736.4175
FDJ27,OUT013,1681.8398
FDA07,OUT017,2171.2302
FDK55,OUT049,1372.604
FDM33,OUT049,3434.8667
FDY46,OUT046,3028.5881
FDD36,OUT046,1899.4233
FDB12,OUT027,2704.4858
FDF28,OUT019,120.96543
NCE07,OUT019,582.3965
FDW50,OUT027,3949.0571
NCW18,OUT017,2762.6958
NCJ17,OUT019,151.61958
DRZ24,OUT010,332.6828
FDS07,OUT035,1921.624
NCW05,OUT010,762.715
FDZ22,OUT018,1193.8336
FDK02,OUT046,2003.5474
FDZ45,OUT027,5703.464
FDL25,OUT046,1418.3691
FDS08,OUT045,2721.472
NCZ42,OUT027,6303.848
FDX57,OUT035,1608.7145
FDF21,OUT046,3923.3032
FDJ56,OUT018,1271.0676
FDX10,OUT013,626.3179
DRG48,OUT035,2470.8855
DRN37,OUT046,2688.491
NCY41,OUT018,466.36237
FDN28,OUT045,1589.503
FDE34,OUT045,2871.1143
FDR10,OUT045,2667.817
FDC32,OUT017,1479.8369
DRG13,OUT046,3223.6165
FDP59,OUT049,1496.6497
NCT53,OUT010,174.94052
FDL57,OUT027,5540.8193
FDN32,OUT010,529.3428
FDK09,OUT018,2933.9424
FDA52,OUT010,455.29532
FDC57,OUT049,3046.035
FDI09,OUT035,4217.2993
NCB07,OUT046,3028.5881
FDP26,OUT035,1696.5508
FDP40,OUT027,3016.495
FDL15,OUT013,2492.4287
FDV07,OUT046,1764.1221
FDS03,OUT017,1054.6294
FDE50,OUT049,3074.6892
FDQ15,OUT017,1171.1545
FDQ33,OUT010,1306.5209
FDT22,OUT013,839.5174
DRO35,OUT035,1974.4939
